Issue Number,Title,State,Created At,Updated At,Assignee,Labels
6780,Do not break if mouse moves to x=0 when using rangeslider,closed,2023-11-09T14:57:55Z,2023-11-14T09:42:12Z,,"bug, community"
6778,additional setup needed to pass api key for `stamen` styles,closed,2023-11-08T17:31:45Z,2023-11-08T18:42:24Z,,bug
6776,stamen styles are now served by stadiamaps.com,closed,2023-11-07T18:33:52Z,2023-11-07T19:45:25Z,,bug
6774,scatterpolargl line.shape is not supported,closed,2023-11-06T17:34:31Z,2023-11-09T15:30:34Z,,"bug, sev-4"
6771,legendgroup visibility toggling does not work for shapes when showlegend is false,open,2023-11-02T20:33:27Z,2024-08-09T15:14:19Z,,"bug, P3"
6770,scattergl trace with marker angle array does not draw marker in legend,closed,2023-11-02T17:00:55Z,2023-11-20T13:46:35Z,,bug
6767,"choropleth: when geojson is set, the geojson file from cdn.plot.ly is still loaded first",open,2023-10-31T16:28:19Z,2024-08-09T15:14:37Z,archmoj,"bug, sev-4, P2"
6765,'Something went wrong with axis scaling' error when using `minallowed` or `maxallowed` go outside range defaults ,closed,2023-10-31T12:29:28Z,2023-12-01T14:33:39Z,,"bug, sev-4"
6762,"single-ended y-axis range specification [0,null] is not respected when x.automargin is triggered.  (2.27.0)",open,2023-10-25T22:04:46Z,2024-08-09T15:14:48Z,,"bug, sev-2, P2"
6760,Old color-rgba dep causes deprecation warning,closed,2023-10-24T13:48:15Z,2025-02-21T04:33:35Z,,"bug, P2, cs"
6929,Legendgroup visibility not consistent with shape,open,2023-10-23T16:18:23Z,2025-02-13T01:58:19Z,,"bug, sev-2, P2"
6758,handle multi-line text in title automargin,closed,2023-10-20T19:55:06Z,2023-10-24T17:54:40Z,,bug
6757,Clear empty boxes and candlestick using react,closed,2023-10-20T13:41:17Z,2023-10-20T13:41:33Z,,bug
6756,hover is broken on `box-violin-x0-category-position` after v2 | `closest` option ,open,2023-10-20T11:48:08Z,2024-08-09T15:15:38Z,,"bug, sev-3, P3"
6753,Legend properties on shapes property of layouts is not being tracked by Typescript,open,2023-10-19T15:53:59Z,2024-08-09T15:15:45Z,,"bug, P3"
6752,Fix issue 6751: epoch date formats '%H:%M:%S' as 'undefined',closed,2023-10-18T21:18:24Z,2023-10-20T15:37:27Z,,"bug, community"
6751,Timestamp '1970/01/01 00:00:00' formats as 'undefined' in hovertext,closed,2023-10-18T13:37:41Z,2023-10-20T13:49:24Z,,bug
6750,Overlap of rangeslider and legend,open,2023-10-18T07:34:20Z,2024-08-09T15:15:55Z,,"bug, P3"
6747,X-coordinates are duplicated in plotly_click points,open,2023-10-06T15:47:14Z,2024-08-09T15:16:06Z,,"bug, P2"
6745,Contour Graph does not include Boundary Values ,open,2023-10-05T08:03:00Z,2024-08-09T15:16:12Z,,"bug, P3"
6743,Fix range interactions affecting partial ranges in other subplots,closed,2023-10-04T17:22:31Z,2023-10-04T17:32:50Z,,bug
6742,`supply defaults by pass` bug caused by partial range,closed,2023-10-04T16:15:29Z,2023-10-04T17:32:02Z,archmoj,bug
6746,`stamen` map tiles changes in November 2023,closed,2023-10-04T13:43:50Z,2023-11-14T15:59:21Z,archmoj,"bug, feature, sev-1"
6741,Add willReadFrequently to 2d canvas contexts to heatmap,closed,2023-09-30T18:11:40Z,2023-10-04T17:34:43Z,,bug
6739,Don't hide compilation errors,closed,2023-09-30T05:44:55Z,2023-10-04T18:34:32Z,,bug
6738,Latex doesn't render in slider names or step labels. ,open,2023-09-29T22:16:49Z,2024-08-09T15:16:21Z,,"bug, P3"
6737,Scrollbar sensitivity in plot legend skips legend items,open,2023-09-29T17:24:04Z,2024-08-09T15:16:27Z,,"bug, sev-3, P3"
6736,hoverlabel.grouptitlefont getting reset,open,2023-09-27T16:33:22Z,2024-08-09T15:16:34Z,,"bug, sev-3, P3"
6733,violin plots not showing negative/non-negative data correctly,open,2023-09-22T02:47:20Z,2024-08-09T15:17:21Z,,"bug, P3"
6728,Pie chart not displaying when plotting big and small numbers at the same time.,open,2023-09-18T13:45:04Z,2024-08-09T15:17:30Z,,"bug, sev-2, P2"
6727,Fixing issue #5350 by moving the 'false' check,closed,2023-09-15T19:42:02Z,2023-09-22T20:18:48Z,,"bug, community"
6725,Position title after legend width calculated,closed,2023-09-15T15:35:11Z,2023-09-22T15:23:23Z,,"bug, community"
6724,"Emit plotly_click event on touchscreens with ""select"" dragmode ",closed,2023-09-14T17:43:18Z,2023-10-04T17:37:10Z,,"bug, community"
6723,Fix key in Finnish locale,closed,2023-09-13T12:00:23Z,2023-09-14T13:41:02Z,,"bug, community"
6722,Line breaks don't work on modebarbuttons,open,2023-09-12T14:09:32Z,2024-08-09T15:17:58Z,,"bug, P3"
6718,Fixed issue - column order changes on hover,closed,2023-08-29T11:05:34Z,2023-10-10T19:59:37Z,,"bug, community"
6716,Order of toggled traces with legend on stacked area plot changes output plot,open,2023-08-25T03:46:05Z,2024-08-09T15:18:31Z,,"bug, sev-3, P3"
6715,Bar chart rendering issues,closed,2023-08-22T03:39:00Z,2024-07-12T12:17:04Z,,"bug, sev-4"
6714,Cone tips do not point at the correct positions,open,2023-08-21T10:37:42Z,2024-08-09T15:18:41Z,,"bug, P2"
6704,Fix potential prototype pollution in `nestedProperty`,closed,2023-08-11T15:08:43Z,2023-08-11T15:37:13Z,,bug
6703,Fix potential prototype pollution in `expandObjectPaths`,closed,2023-08-10T22:10:53Z,2023-08-11T14:43:29Z,,bug
6700,drag and drop doesn't do a selection rectangle if selection width or selection height is too small with zoom tool on heatmap,open,2023-08-08T09:23:19Z,2024-08-09T15:37:52Z,,"bug, P3"
6699,Column order changes on hover,closed,2023-08-07T11:02:38Z,2024-07-12T12:02:23Z,,bug
6696,Resizing pie chart with tooltips misaligns it and throws error,open,2023-08-03T22:48:43Z,2024-08-09T15:38:59Z,,"bug, P3"
6695,do not return with empty legend items to clear old legends,closed,2023-08-02T14:02:17Z,2023-08-02T14:02:33Z,,"bug, regression"
6694,Legend not updated when removing all traces from plot in 2.25.0,closed,2023-08-02T09:29:13Z,2023-08-02T19:53:16Z,,"bug, regression"
6693,Providing a negative number as the only range value reversed the axis,closed,2023-08-01T18:46:48Z,2024-08-10T17:43:28Z,,"bug, P3"
6689,Heatmaps with hovertemplate with %{text} is not working,open,2023-07-27T21:46:59Z,2024-08-09T15:39:43Z,,"bug, P3"
6687,ToggleSpikelines used in combination with hovercompare not working on plotly v2.24.3,open,2023-07-27T02:22:10Z,2024-08-09T15:39:52Z,,"bug, P3"
6686,Minor ticks don't work with tickformat %Y and ticklabelmode period,open,2023-07-25T19:28:10Z,2024-08-09T15:40:02Z,,"bug, P2, cs"
6685,Use of named colours in scatterGL is not case-insenstive,closed,2023-07-25T15:17:26Z,2024-03-15T19:16:32Z,,bug
6684,Fix isolated state detection in multi legend case,closed,2023-07-25T15:14:27Z,2023-07-25T15:17:02Z,,"bug, regression"
6683,Double click isolated traces in multiple legends should unhide all,closed,2023-07-25T14:23:38Z,2023-07-25T15:17:00Z,,"bug, regression"
6673,Volume on non-uniform grid does not appear,open,2023-07-13T13:07:50Z,2024-08-09T15:40:20Z,,"bug, P3"
6672,Plotly.react leaves duplicate clippaths,open,2023-07-11T16:09:57Z,2024-08-09T15:40:33Z,,"bug, P2"
6671,`zerolinecolor` and `zerolinewidth` properties do not apply to their respective axis,open,2023-07-11T08:25:28Z,2024-08-09T15:40:40Z,,"bug, P3"
6669,Isosurface and other 3D types prevent Scatterplot hover,open,2023-07-10T14:21:52Z,2024-08-09T15:40:51Z,,"bug, P3"
6668,No way to center legend title in horizontal mode when x is set to a value between 0 and 1,closed,2023-07-10T13:19:23Z,2024-07-12T12:03:28Z,,bug
6664,Fix per legend `traceorder` defaults and legend groups in multi legends,closed,2023-07-04T22:23:12Z,2023-07-05T01:22:39Z,,bug
6663,`traceorder` and groups not setup correctly on multi legends,closed,2023-07-04T19:53:46Z,2023-07-05T01:22:36Z,,bug
6657,Fix double click pie slices having multiple legends,closed,2023-06-30T15:46:18Z,2023-07-04T16:29:54Z,,bug
6656,Pie double click problem when having multiple legends,closed,2023-06-30T12:53:51Z,2023-07-04T16:29:51Z,,bug
6655,Fix double clicking one item in a legend hides traces in other legends,closed,2023-06-30T12:41:19Z,2023-06-30T12:43:45Z,,bug
6654,Double clicking one item in a legend hides traces in other legends,closed,2023-06-30T12:39:37Z,2023-06-30T12:43:43Z,,bug
6652,Fix Non-Mapbox Scatter with text markers,closed,2023-06-27T21:59:52Z,2023-07-18T20:17:58Z,,"bug, community"
6651,Horizontal Stacked Bar Labels Cut Off,open,2023-06-26T10:56:34Z,2024-08-09T15:41:20Z,,"bug, P3"
6647,Right after drawing a new shape it is not set on the fullLayout when there is a shape in template ,closed,2023-06-16T18:36:19Z,2023-06-20T16:00:09Z,nickmelnikov82,bug
6645,modebar tools are not accessible,open,2023-06-15T15:13:41Z,2024-08-09T15:42:08Z,,"bug, P2"
6644,editing legend group title in editable mode modifies titles of all traces in that group,open,2023-06-13T13:49:06Z,2024-08-09T15:42:14Z,,"bug, P3"
6639,Fix legend groups toggle,closed,2023-06-09T21:48:52Z,2023-06-09T21:49:09Z,,"bug, regression"
6638,toggling visibility of most legend groups fails in editable charts as of plotly 2.22.0,closed,2023-06-09T16:24:10Z,2023-06-09T21:49:07Z,,"bug, regression"
6636,Loss of precision with `scattergl`,open,2023-06-09T08:07:45Z,2024-08-09T15:43:15Z,,"bug, P3"
6635,Fix waterfall `hovertemplate` not showing delta on totals similar to `texttemplate` ,closed,2023-06-08T15:44:53Z,2023-06-09T19:36:19Z,,bug
6634,waterfall `hovertemplate` not showing delta on totals similar to `texttemplate`,closed,2023-06-08T15:40:45Z,2023-06-09T19:36:17Z,,bug
6633,`onClick` event handler doesn't take into account a right-click for Pie Charts.,open,2023-06-08T08:47:01Z,2024-08-09T15:43:21Z,,"bug, P3"
6632,Fix minimal copying of arrays in `minExtend` function,closed,2023-06-07T18:57:26Z,2023-06-07T18:57:42Z,,"bug, regression"
6630,Plot breaks when using relayout with coloraxis and resizing too small,open,2023-06-06T20:49:15Z,2024-08-09T15:43:27Z,,"bug, P3"
6629,Fix pattern colors of aggregated pie with patterns ,closed,2023-06-06T14:14:06Z,2023-06-06T14:14:38Z,,bug
6628,Fix rendering of pie legends when arrays e.g. `pattern` or `line.width` having 4 items or more,closed,2023-06-05T19:59:51Z,2023-06-07T19:00:14Z,,bug
6627,"Fix patterns coloring for pie, sunburst, funnelarea, icicle & treemap",closed,2023-06-05T15:05:21Z,2023-06-05T15:05:47Z,,bug
6625,Fix contour plot colorscale domain,closed,2023-06-02T18:16:02Z,2023-07-18T20:25:18Z,,"bug, community"
6616,Bugfix: Only add minimum margin-spacing for container referenced components,closed,2023-05-29T17:42:05Z,2023-06-01T22:43:42Z,,bug
6615,Fix for #6614,closed,2023-05-24T21:19:30Z,2023-05-30T17:44:08Z,,"bug, community, regression"
6614,Regression of #5854,closed,2023-05-24T20:14:44Z,2024-07-12T12:06:33Z,,"bug, regression"
6613,Vite problem building my application,open,2023-05-24T18:45:02Z,2024-08-09T15:43:48Z,archmoj,"bug, P2, infrastructure"
6612,"Plot margins do not reset on Plotly.react() if layout.legend.xref or yref are set to ""container""",open,2023-05-24T17:23:47Z,2024-08-09T15:43:56Z,,"bug, P3"
6609,Dragmode false not working for horizontal scroll,open,2023-05-20T22:54:26Z,2024-08-09T15:44:02Z,,"bug, P3"
6608,Render shape label while drawing,closed,2023-05-18T21:46:49Z,2023-05-19T22:11:14Z,,bug
6606,Heatmap PNG Download Missing Plot on macOS/iOS/iPadOS Safari and other iOS/iPadOS WebKit-based browsers,open,2023-05-15T19:57:16Z,2024-11-01T15:12:30Z,,"bug, regression, P3"
6605,Fix heatmap/image traces without zsmooth on Safari/iOS,closed,2023-05-14T18:50:15Z,2023-08-20T11:33:43Z,,"bug, community, regression"
6604,2.23.0: Setting zsmooth to false for heatmaps seems to be ignored or isn't working in zsmooth on some OS+Browsers e.g. Safari and iPad/iPhone Chrome ,closed,2023-05-13T03:18:48Z,2023-05-15T20:00:35Z,,"bug, regression"
6600,`image` traces with negative `dx` or `dy`,closed,2023-05-12T14:13:04Z,2024-07-05T12:04:04Z,,bug
6588,Rectangular selection becomes full height selection if mouse Δy is close to 0,open,2023-05-02T13:05:53Z,2024-08-09T15:45:44Z,,"bug, P3"
6584,Plotly reset axes button not working as expected.,open,2023-04-28T17:43:51Z,2024-08-09T15:46:11Z,,"bug, P3"
6583,Text scaling bugs when using dynamic CSS transform and content-editable after clicking on the plot,open,2023-04-25T21:48:17Z,2024-08-09T15:46:19Z,,"bug, P3"
6581,#6571 fix scatter3d marker opacity when marker.opacity is set to 0,closed,2023-04-25T03:18:19Z,2023-04-26T19:44:13Z,,"bug, community"
6570,Fix dx/dy mix up in  display_outlines.js,closed,2023-04-15T14:39:01Z,2023-04-27T12:34:59Z,,"bug, community"
6567,Fix: visible = legendonly in scattermapbox worked wrong,closed,2023-04-14T12:40:03Z,2023-04-27T13:27:14Z,,bug
6565,Fix heatmap rendering when zsmooth=fast,closed,2023-04-12T20:21:39Z,2023-08-20T11:33:40Z,,"bug, community"
6564,"Heatmap truncated when zsmooth=""fast""",closed,2023-04-12T20:12:35Z,2023-04-17T18:47:55Z,,bug
6563,added tabletmode to fire plotly_click event for mobile devices.,closed,2023-04-12T12:57:01Z,2023-04-21T13:53:28Z,,"bug, community"
6560,problems with mapbox density heatmap color,open,2023-04-11T13:33:17Z,2024-08-09T15:47:20Z,,"bug, P3"
6556,unexpected histogram bin size behavior,open,2023-04-07T13:28:59Z,2024-08-09T15:47:58Z,,"bug, P3"
6555,fix-6507 fixed colorbar.showticklabels: false,closed,2023-04-07T13:01:25Z,2023-04-17T20:43:52Z,,bug
6554,fix-6548 fixed hover.on event for scattermapbox.,closed,2023-04-07T12:39:58Z,2024-04-10T14:36:40Z,,bug
6549,Table headers containing spaces are unstable,open,2023-04-04T08:46:16Z,2024-08-09T15:48:29Z,,"bug, P3"
6544,BUG: 0 and small values aren't displayed on Bar Chart when `textposition` is set to `auto`,open,2023-03-29T14:09:34Z,2024-08-09T15:48:36Z,,"bug, P3"
6538,Double-clicking zoomed heat map does not return to default view,open,2023-03-28T22:48:17Z,2024-08-09T15:49:18Z,,"bug, P3"
6537,Zooming on orthographic surface plot is nearly impossible.,open,2023-03-28T22:41:29Z,2024-08-09T15:49:24Z,,"bug, P3"
6533,Heatmap rendering performance when many slider steps,open,2023-03-21T10:50:50Z,2024-08-12T15:52:50Z,,"bug, P3, performance"
6530,"Box Selection behaves weirdly with overlay = ""y"". ",closed,2023-03-17T10:40:01Z,2024-02-01T17:09:26Z,,bug
6528,fix for incorrect final position when dragging legend,closed,2023-03-17T01:55:25Z,2023-03-17T17:36:36Z,,"bug, community"
6517,Fix feature detection for Samsung browser on desktop,closed,2023-03-10T22:37:14Z,2023-03-11T00:20:03Z,,bug
6515,'hovercompare' modebar button does not retain hovermode y,open,2023-03-10T20:31:29Z,2024-08-09T16:36:20Z,,"bug, P3"
6507,heatmap: colorbar.showticklabels cannot be set to false (nothing is rendered),closed,2023-03-03T11:17:09Z,2023-04-20T08:19:55Z,,bug
6504,Download plot as a png with Font Awesome fails,open,2023-03-02T18:36:49Z,2024-08-09T16:35:57Z,,"bug, P3"
6499,axisDraw: Hitting ax.domain[1] < ax.domain[0],open,2023-02-24T22:39:30Z,2024-08-09T16:35:13Z,,"bug, P3"
6508,visible ='legendonly' doesn't work anymore in Scattermapbox,closed,2023-02-18T15:02:58Z,2023-04-27T13:27:07Z,,bug
6493,Range Slider flips mirror-like when viewport gets narrow,open,2023-02-17T19:06:07Z,2024-08-09T16:34:44Z,,"bug, P2"
6492,Multiple legends in horizontal mode overlap chart on resize from a narrow viewport to a wide one,open,2023-02-17T18:13:19Z,2024-08-09T16:34:34Z,,"bug, P3"
6487,Avoid attaching internal d3 object to the window,closed,2023-02-15T22:58:38Z,2023-02-15T23:01:06Z,,"bug, regression"
6483,"Since 2.17.0, window.d3 is exported with internal 3.8.0 version preventing loading of external d3 library",closed,2023-02-15T02:33:44Z,2023-02-15T23:01:02Z,,"bug, regression"
6478,parcoords rendering incorrectly on Firefox,open,2023-02-11T07:44:51Z,2024-08-09T16:34:28Z,,"bug, P3"
6476,Fix lower / upper fence french translation,closed,2023-02-10T10:38:45Z,2023-02-15T23:02:59Z,,"bug, community"
6486,Clustering error using non-mapbox styles,open,2023-02-08T17:38:52Z,2024-08-09T16:34:09Z,,"bug, P3"
6471,plotly_legendclick is sending the old state,open,2023-02-06T14:44:40Z,2024-08-09T16:34:04Z,,"bug, P3"
6467,Hover label is offset from cursor in this map example,open,2023-02-02T22:05:41Z,2024-08-09T16:33:59Z,,"bug, P3"
6466,Fix hover on IE,closed,2023-02-02T16:53:38Z,2023-02-02T17:04:24Z,,"bug, regression"
6453,Plotly `selected` event infinity loop when using selection 'handles',open,2023-01-30T12:34:20Z,2024-08-09T16:33:02Z,,"bug, P2"
6451,Correct es-PE locale,closed,2023-01-29T15:57:31Z,2023-02-18T21:21:32Z,,"bug, community"
6445,Fix scaling of SVG exports by not adding `vector-effect` to static plots,closed,2023-01-24T18:19:28Z,2023-01-24T19:50:29Z,,bug
6444,JavaScript Exception - Uncaught (in promise) Error after upgrading dash to 2.7.1 ,closed,2023-01-24T05:02:53Z,2023-06-22T18:22:26Z,,"bug, regression"
6443,Avoid extra redraw calls when updating axes with `tickmode` other than sync,closed,2023-01-19T16:12:25Z,2023-01-19T16:14:32Z,,bug
6442,Avoid overlap of point and axis hover labels,closed,2023-01-19T07:03:33Z,2023-03-06T15:43:22Z,,"bug, community"
6440,Fix library's imported name using `requirejs` AMD loader,closed,2023-01-17T20:55:38Z,2023-01-18T21:52:41Z,,"bug, regression"
6437,Fix es5 dist on master,closed,2023-01-12T16:52:36Z,2023-01-12T16:52:48Z,,bug
6432,Improve detection of mobile & tablet devices,closed,2023-01-10T16:43:24Z,2023-01-12T13:34:38Z,,bug
6429,Fix line redraw,closed,2023-01-08T22:32:58Z,2023-01-09T14:43:58Z,,"bug, regression"
6416,Pre v2.17.0 fixes,closed,2022-12-22T20:27:07Z,2022-12-22T20:27:21Z,,bug
6415,`alignmentgroup` & `offsetgroup` restyle bug,open,2022-12-21T14:33:01Z,2024-08-09T16:32:27Z,,"bug, P3"
6414,Fix auto `backoff` when marker symbols and sizes are arrays,closed,2022-12-21T00:34:49Z,2022-12-21T14:24:44Z,,bug
6403,Axis ticks and title may overlap after scrolling axis,open,2022-12-15T23:34:59Z,2024-08-09T16:32:22Z,,"bug, P3"
6402,Axis title not moved when adding padding to plot margin,open,2022-12-15T23:30:58Z,2024-08-09T16:32:13Z,,"bug, P3"
6401,scrollzoom on automargined axes gives rendering flickers,open,2022-12-15T23:25:56Z,2024-08-09T16:32:08Z,,"bug, P3"
6397,no resize cursor on static sliders,closed,2022-12-14T16:52:01Z,2022-12-16T15:22:08Z,,bug
6396,cursor on static sliders should not show resize,closed,2022-12-14T16:31:19Z,2022-12-16T15:22:06Z,,bug
6393,disable interactions for `slider` when `staticPlot` is true,closed,2022-12-12T23:01:26Z,2022-12-13T16:09:39Z,,bug
6392,static `slider`,closed,2022-12-12T22:32:01Z,2022-12-13T00:10:52Z,,bug
6391,Long inside text - double margin and long delay,open,2022-12-12T14:48:48Z,2024-08-09T16:31:19Z,,"bug, P3"
6387,Fix `scattermapbox` update bug,closed,2022-12-07T00:01:57Z,2022-12-14T14:40:56Z,,"bug, regression"
6386,Colored and Styled Error Bars described incorrectly in docs,open,2022-12-06T14:40:23Z,2024-11-20T17:42:56Z,,"bug, P2"
6382,`scattermapbox` restyle bug,closed,2022-11-30T21:02:13Z,2022-12-07T22:12:15Z,,"bug, regression"
6383,boxmode 'group' on 'logscale' boxgap issue,open,2022-11-30T01:52:22Z,2024-08-09T16:30:16Z,,"bug, P3"
6505,Scatter3D marker flickering/clipping while rotating the plot,open,2022-11-25T15:25:01Z,2024-08-09T16:30:10Z,,"bug, P3"
6371,Hovertemplate's text does not change between sliders.steps when on mobile and there's also no method of closing the tool-tip once opened,open,2022-11-21T11:17:38Z,2024-08-09T16:29:50Z,,"bug, P3"
6369,"Scatter3D flickering on any mouse event (pan, zoom) when updating data on hight rate",open,2022-11-17T10:50:22Z,2024-08-09T16:29:44Z,,"bug, P3"
6367,Fix mapbox clearOutline calls,closed,2022-11-11T23:56:12Z,2022-11-12T00:19:18Z,,"bug, regression"
6365,Old WebGL contexts not destroyed after updating with React plot component,open,2022-11-10T15:27:32Z,2024-08-09T16:29:10Z,,"bug, P3"
6363,scatter_mapbox not updating in Dash with plotly.js 2.16.1,closed,2022-11-10T10:17:05Z,2023-02-01T03:01:00Z,,bug
6362,make_subplots + hrect rendering bug,open,2022-11-09T10:11:39Z,2024-08-09T16:29:05Z,,"bug, P3"
6360,Fixed hover behaviour for multicategory plots,closed,2022-11-04T23:47:35Z,2022-11-16T15:23:26Z,,"bug, community"
6359,Scatter 3D dragmode turntable loses the camera.eye on JavaScript reload,open,2022-11-04T09:55:05Z,2024-08-09T16:28:49Z,,"bug, P3"
6358,Attach the clearSelect method to mapbox only if it exists,closed,2022-11-03T13:08:50Z,2022-11-11T23:57:58Z,,"bug, regression"
6354,Mapbox maps rendering issue with multiple worlds,closed,2022-10-31T18:50:31Z,2024-07-04T12:39:42Z,,bug
6346,Selection broken after reacting add another trace on top of `choroplethmapbox` ,closed,2022-10-20T17:55:05Z,2022-10-21T15:23:02Z,,bug
6345,choroplethmapbox update on select,closed,2022-10-20T15:05:38Z,2022-10-21T15:23:04Z,,bug
6337,Pie chart - wrong plot when window resize,open,2022-10-07T06:47:34Z,2024-08-09T16:27:48Z,,"bug, P3"
6336,Double click to zoom out alternates between ranges,open,2022-10-05T07:22:16Z,2024-08-09T16:27:41Z,,"bug, P3"
6335,Hide text on empty slices to avoid PDF exports in MS Word from SVG imports,closed,2022-10-04T16:16:10Z,2022-10-06T15:53:34Z,,bug
6331,[BUG] Series plot hover only shows first line,closed,2022-09-29T09:41:19Z,2022-11-16T15:23:26Z,,"bug, regression"
6328,Node hover effect not working correctly in Sankey plots,closed,2022-09-27T06:43:22Z,2023-12-15T15:41:57Z,,bug
6325,`hoveron: 'fills'` does not work for stacked area chart ,open,2022-09-23T22:19:52Z,2024-08-09T16:27:17Z,,"bug, P3"
6474,bar chart: textposition='auto' not working for 0 values,open,2022-09-23T15:59:43Z,2024-08-09T16:27:10Z,,"bug, P3"
6323,Fix exporting transparent colors in `rangeslider` & `selections`,closed,2022-09-22T13:43:12Z,2022-10-06T15:34:57Z,,bug
6318,Fix exporting patterns with transparent color ,closed,2022-09-19T15:04:30Z,2022-09-22T13:02:34Z,,bug
6312,Automargin zoom,closed,2022-09-07T18:32:22Z,2022-09-15T17:45:34Z,,bug
6310,rangeslider template bug (non-attribute inserted into layout instead of fullLayout),open,2022-09-06T14:24:32Z,2024-08-09T16:26:37Z,emilykl,"bug, P2"
6309,toggleHover property is not working when using modeBarButtonsToAdd method with Pie Charts config,open,2022-09-05T16:37:44Z,2024-08-09T16:25:59Z,,"bug, P3"
6308,Secondary x-axis numberline doesn't show on histogram plots,open,2022-09-04T23:51:52Z,2024-08-09T16:25:53Z,,"bug, P3"
6298,“Error parsing” in empty axis,open,2022-08-17T07:57:42Z,2024-08-09T16:25:48Z,,"bug, P3"
6296,"`staticPlot` disable interactions for `sunburst`, `treemap`, `icicle`, `pie`, `funnelarea`, `parcats`, `parcoords` & `sankey` traces ",closed,2022-08-11T17:09:53Z,2022-08-31T21:09:41Z,,bug
6291,`staticPlot` config not disabling interactions for some traces,closed,2022-08-11T15:39:51Z,2022-08-31T21:09:39Z,,bug
6288,"Wrong calculation of min/max with annotation and `autorange: ""reversed""`",open,2022-08-09T06:26:48Z,2024-08-09T16:25:42Z,,"bug, P3"
6284,Constraint-type contour plot cannot shade entire area,open,2022-08-01T21:40:01Z,2024-08-09T16:25:22Z,,"bug, P3"
6281,Fixed Mapbox Touch Event on Mobile After Switching Back from Select Mode,closed,2022-07-28T04:19:35Z,2022-08-12T21:03:59Z,,"bug, community"
6279,"if `hoverinfo` of trace is set to `skip` ,  any event has not occured.",open,2022-07-27T02:20:24Z,2024-08-09T16:25:16Z,,"bug, P3"
6277,emit `plotly_selected` event on plot API calls and GUI edits,closed,2022-07-25T17:17:46Z,2022-07-25T20:16:11Z,,bug
6272,Selected/unselected markers opacity can't be set to 0 in splom plot,open,2022-07-20T06:34:08Z,2024-08-09T16:25:08Z,,"bug, P3"
6267,Handle missing drag layer of invisible `sankey` traces to fix select error,closed,2022-07-15T17:57:08Z,2022-07-15T19:56:14Z,,bug
6266,"problem with missing ""_bgRect"" drag layer for invisible `sankey` when clicking select on the modebar",closed,2022-07-15T17:34:16Z,2022-07-15T19:56:10Z,,bug
6265,Fix `sankey` select error and improve handling of zero indexed subplots,closed,2022-07-15T17:02:20Z,2022-07-15T20:53:46Z,,"bug, regression"
6264,Sankey select error,closed,2022-07-15T15:59:11Z,2022-07-15T20:53:41Z,,"bug, regression"
6263,modebar select error case of cartesian with Sankey plot,open,2022-07-15T15:52:00Z,2024-08-09T16:24:32Z,,"bug, P3"
6262,Emit selection events in drawmode when an existing selection modified,closed,2022-07-15T14:14:02Z,2022-07-15T20:07:43Z,,bug
6260,Avoid attaching selections to missing eventData,closed,2022-07-14T19:33:26Z,2022-07-14T20:29:37Z,,"bug, regression"
6259,Cannot set properties of undefined (setting 'selections'),closed,2022-07-14T19:17:52Z,2022-07-14T20:29:32Z,,"bug, regression"
6258,Fix `mapbox` shift select regression,closed,2022-07-14T16:25:26Z,2022-07-14T16:31:30Z,,bug
6257,Selecting points on non-cartesian subplots deselects points on cartesian subplots,open,2022-07-14T15:05:44Z,2024-08-09T16:24:21Z,,"bug, P3"
6256,"Locale Partially Effective: Dictionary Errors in pt-BR, pt-PT, and ko",open,2022-07-14T00:15:18Z,2024-08-09T16:24:16Z,,"bug, P2"
6251,bug when animating Scattergl,open,2022-07-06T13:21:05Z,2024-08-09T16:24:08Z,archmoj,"bug, P2"
6249,`autorange` throws when y range is small,open,2022-07-01T09:30:28Z,2024-08-09T16:23:32Z,,"bug, P2"
6236,use middle gray instead of 777 for default `parcoords` unselected line color,closed,2022-06-20T14:41:45Z,2022-07-05T19:35:18Z,,bug
6235,Jitter / stuttering while zooming around on GL scatter plot,open,2022-06-18T21:31:53Z,2024-10-15T15:01:56Z,,"bug, P3, performance"
6228,Subplot area should be updated case of legend having MathJax,open,2022-06-14T19:48:10Z,2024-08-09T16:23:04Z,,"bug, P3"
6226,[BUG] go.Heatmap y axis labels misaligned when using mathjax,closed,2022-06-12T05:17:54Z,2024-07-03T17:19:17Z,,bug
6212,boxplots with q1/median/q3 signature always show fences as min/max on hover,open,2022-06-08T06:29:51Z,2024-08-09T16:22:56Z,,"bug, P3"
6200,render histograms on log axes with bin edge at 0,open,2022-05-31T15:19:33Z,2024-11-22T13:20:20Z,,"bug, P3"
6198,Bars in the same `alignmentgroup` should have the same width,closed,2022-05-27T15:10:02Z,2024-07-03T17:17:33Z,,bug
6189,revise `box` & `violin` hover labels - improve order & handle duplicates,closed,2022-05-12T22:55:47Z,2022-06-14T17:12:00Z,,bug
6177,Fix modeBarButtons issue,closed,2022-05-05T10:27:09Z,2022-05-09T11:58:23Z,,bug
6174,Outlier slows down zooming in scattergl,open,2022-04-30T16:42:54Z,2024-08-09T16:22:11Z,,"bug, P3"
6173,undesirable half pixel pad when axis showline is set to false,closed,2022-04-29T16:38:02Z,2024-07-03T17:15:08Z,,bug
6170,Tooltip does not display on a bar chart with a single data point,closed,2022-04-18T22:02:13Z,2024-07-03T17:12:39Z,,bug
