Filename,Section,Metric,Value
_outsidetextfont.py,Keyword Frequency,for,31
_outsidetextfont.py,Keyword Frequency,if,44
_outsidetextfont.py,Keyword Frequency,with,12
_outsidetextfont.py,Keyword Frequency,else,19
_outsidetextfont.py,General,Average Line Length,35.30
_outsidetextfont.py,Results,Final Score,65
_outsidetextfont.py,Results,Grade,B-

_selected.py,LOC Metrics,Total Lines,144
_selected.py,LOC Metrics,Blank Lines,23
_selected.py,LOC Metrics,Comment Lines,18
_selected.py,LOC Metrics,Code Lines,103
_selected.py,Halstead Metrics,Unique Operators,11
_selected.py,Halstead Metrics,Unique Operands,102
_selected.py,Halstead Metrics,Total Operators,303
_selected.py,Halstead Metrics,Total Operands,407
_selected.py,Halstead Metrics,Vocabulary,113
_selected.py,Halstead Metrics,Length,710
_selected.py,Halstead Metrics,Volume,4842.33
_selected.py,Halstead Metrics,Difficulty,21.95
_selected.py,Halstead Metrics,Effort,106270.09
_selected.py,Keyword Frequency,import,2
_selected.py,Keyword Frequency,class,10
_selected.py,Keyword Frequency,def,6
_selected.py,Keyword Frequency,return,4
_selected.py,Keyword Frequency,with,6
_selected.py,Keyword Frequency,if,6
_selected.py,Keyword Frequency,else,3
_selected.py,General,Average Line Length,34.57
_selected.py,Results,Final Score,65
_selected.py,Results,Grade,B-

_stream.py,LOC Metrics,Total Lines,140
_stream.py,LOC Metrics,Blank Lines,21
_stream.py,LOC Metrics,Comment Lines,18
_stream.py,LOC Metrics,Code Lines,101
_stream.py,Halstead Metrics,Unique Operators,11
_stream.py,Halstead Metrics,Unique Operands,125
_stream.py,Halstead Metrics,Total Operators,318
_stream.py,Halstead Metrics,Total Operands,452
_stream.py,Halstead Metrics,Vocabulary,136
_stream.py,Halstead Metrics,Length,770
_stream.py,Halstead Metrics,Volume,5457.35
_stream.py,Halstead Metrics,Difficulty,19.89
_stream.py,Halstead Metrics,Effort,108535.70
_stream.py,Keyword Frequency,import,2
_stream.py,Keyword Frequency,class,4
_stream.py,Keyword Frequency,def,6
_stream.py,Keyword Frequency,return,4
_stream.py,Keyword Frequency,with,5
_stream.py,Keyword Frequency,for,3
_stream.py,Keyword Frequency,if,6
_stream.py,Keyword Frequency,else,3
_stream.py,General,Average Line Length,34.18
_stream.py,Results,Final Score,65
_stream.py,Results,Grade,B-

_textfont.py,LOC Metrics,Total Lines,749
_textfont.py,LOC Metrics,Blank Lines,88
_textfont.py,LOC Metrics,Comment Lines,50
_textfont.py,LOC Metrics,Code Lines,611
_textfont.py,Halstead Metrics,Unique Operators,12
_textfont.py,Halstead Metrics,Unique Operands,433
_textfont.py,Halstead Metrics,Total Operators,1265
_textfont.py,Halstead Metrics,Total Operands,2597
_textfont.py,Halstead Metrics,Vocabulary,445
_textfont.py,Halstead Metrics,Length,3862
_textfont.py,Halstead Metrics,Volume,33976.57
_textfont.py,Halstead Metrics,Difficulty,35.99
_textfont.py,Halstead Metrics,Effort,1222685.67
_textfont.py,Keyword Frequency,import,2
_textfont.py,Keyword Frequency,class,4
_textfont.py,Keyword Frequency,def,38
_textfont.py,Keyword Frequency,return,20
_textfont.py,Keyword Frequency,for,31
_textfont.py,Keyword Frequency,if,44
_textfont.py,Keyword Frequency,with,12
_textfont.py,Keyword Frequency,else,19
_textfont.py,General,Average Line Length,35.20
_textfont.py,Results,Final Score,65
_textfont.py,Results,Grade,B-

_unselected.py,LOC Metrics,Total Lines,148
_unselected.py,LOC Metrics,Blank Lines,23
_unselected.py,LOC Metrics,Comment Lines,18
_unselected.py,LOC Metrics,Code Lines,107
_unselected.py,Halstead Metrics,Unique Operators,11
_unselected.py,Halstead Metrics,Unique Operands,107
_unselected.py,Halstead Metrics,Total Operators,306
_unselected.py,Halstead Metrics,Total Operands,425
_unselected.py,Halstead Metrics,Vocabulary,118
_unselected.py,Halstead Metrics,Length,731
_unselected.py,Halstead Metrics,Volume,5031.21
_unselected.py,Halstead Metrics,Difficulty,21.85
_unselected.py,Halstead Metrics,Effort,109910.82
_unselected.py,Keyword Frequency,import,2
_unselected.py,Keyword Frequency,class,10
_unselected.py,Keyword Frequency,def,6
_unselected.py,Keyword Frequency,return,4
_unselected.py,Keyword Frequency,with,6
_unselected.py,Keyword Frequency,if,6
_unselected.py,Keyword Frequency,else,3
_unselected.py,General,Average Line Length,35.27
_unselected.py,Results,Final Score,65
_unselected.py,Results,Grade,B-

__init__.py,LOC Metrics,Total Lines,40
__init__.py,LOC Metrics,Blank Lines,2
__init__.py,LOC Metrics,Comment Lines,0
__init__.py,LOC Metrics,Code Lines,38
__init__.py,Halstead Metrics,Unique Operators,7
__init__.py,Halstead Metrics,Unique Operands,45
__init__.py,Halstead Metrics,Total Operators,31
__init__.py,Halstead Metrics,Total Operands,110
__init__.py,Halstead Metrics,Vocabulary,52
__init__.py,Halstead Metrics,Length,141
__init__.py,Halstead Metrics,Volume,803.76
__init__.py,Halstead Metrics,Difficulty,8.56
__init__.py,Halstead Metrics,Effort,6876.63
__init__.py,Keyword Frequency,import,19
__init__.py,Keyword Frequency,if,1
__init__.py,Keyword Frequency,else,1
__init__.py,General,Average Line Length,35.11
__init__.py,Results,Final Score,65
__init__.py,Results,Grade,B-

_font.py,LOC Metrics,Total Lines,750
_font.py,LOC Metrics,Blank Lines,88
_font.py,LOC Metrics,Comment Lines,50
_font.py,LOC Metrics,Code Lines,612
_font.py,Halstead Metrics,Unique Operators,12
_font.py,Halstead Metrics,Unique Operands,435
_font.py,Halstead Metrics,Total Operators,1265
_font.py,Halstead Metrics,Total Operands,2603
_font.py,Halstead Metrics,Vocabulary,447
_font.py,Halstead Metrics,Length,3868
_font.py,Halstead Metrics,Volume,34054.38
_font.py,Halstead Metrics,Difficulty,35.90
_font.py,Halstead Metrics,Effort,1222669.63
_font.py,Keyword Frequency,import,2
_font.py,Keyword Frequency,class,4
_font.py,Keyword Frequency,def,38
_font.py,Keyword Frequency,return,20
_font.py,Keyword Frequency,for,30
_font.py,Keyword Frequency,if,44
_font.py,Keyword Frequency,with,12
_font.py,Keyword Frequency,else,19
_font.py,General,Average Line Length,35.21
_font.py,Results,Final Score,65
_font.py,Results,Grade,B-

__init__.py,LOC Metrics,Total Lines,9
__init__.py,LOC Metrics,Blank Lines,2
__init__.py,LOC Metrics,Comment Lines,0
__init__.py,LOC Metrics,Code Lines,7
__init__.py,Halstead Metrics,Unique Operators,7
__init__.py,Halstead Metrics,Unique Operands,20
__init__.py,Halstead Metrics,Total Operators,15
__init__.py,Halstead Metrics,Total Operands,30
__init__.py,Halstead Metrics,Vocabulary,27
__init__.py,Halstead Metrics,Length,45
__init__.py,Halstead Metrics,Volume,213.97
__init__.py,Halstead Metrics,Difficulty,5.25
__init__.py,Halstead Metrics,Effort,1123.34
__init__.py,Keyword Frequency,import,4
__init__.py,Keyword Frequency,if,1
__init__.py,Keyword Frequency,else,1
__init__.py,General,Average Line Length,37.71
__init__.py,Results,Final Score,70
__init__.py,Results,Grade,B

_font.py,LOC Metrics,Total Lines,452
_font.py,LOC Metrics,Blank Lines,52
_font.py,LOC Metrics,Comment Lines,32
_font.py,LOC Metrics,Code Lines,368
_font.py,Halstead Metrics,Unique Operators,12
_font.py,Halstead Metrics,Unique Operands,415
_font.py,Halstead Metrics,Total Operators,897
_font.py,Halstead Metrics,Total Operands,1664
_font.py,Halstead Metrics,Vocabulary,427
_font.py,Halstead Metrics,Length,2561
_font.py,Halstead Metrics,Volume,22378.25
_font.py,Halstead Metrics,Difficulty,24.06
_font.py,Halstead Metrics,Effort,538372.27
_font.py,Keyword Frequency,import,2
_font.py,Keyword Frequency,class,4
_font.py,Keyword Frequency,def,20
_font.py,Keyword Frequency,return,11
_font.py,Keyword Frequency,if,26
_font.py,Keyword Frequency,with,12
_font.py,Keyword Frequency,for,3
_font.py,Keyword Frequency,else,10
_font.py,General,Average Line Length,37.25
_font.py,Results,Final Score,65
_font.py,Results,Grade,B-

__init__.py,LOC Metrics,Total Lines,9
__init__.py,LOC Metrics,Blank Lines,2
__init__.py,LOC Metrics,Comment Lines,0
__init__.py,LOC Metrics,Code Lines,7
__init__.py,Halstead Metrics,Unique Operators,7
__init__.py,Halstead Metrics,Unique Operands,20
__init__.py,Halstead Metrics,Total Operators,15
__init__.py,Halstead Metrics,Total Operands,30
__init__.py,Halstead Metrics,Vocabulary,27
__init__.py,Halstead Metrics,Length,45
__init__.py,Halstead Metrics,Volume,213.97
__init__.py,Halstead Metrics,Difficulty,5.25
__init__.py,Halstead Metrics,Effort,1123.34
__init__.py,Keyword Frequency,import,4
__init__.py,Keyword Frequency,if,1
__init__.py,Keyword Frequency,else,1
__init__.py,General,Average Line Length,37.71
__init__.py,Results,Final Score,70
__init__.py,Results,Grade,B

_colorbar.py,LOC Metrics,Total Lines,2219
_colorbar.py,LOC Metrics,Blank Lines,216
_colorbar.py,LOC Metrics,Comment Lines,112
_colorbar.py,LOC Metrics,Code Lines,1891
_colorbar.py,Halstead Metrics,Unique Operators,15
_colorbar.py,Halstead Metrics,Unique Operands,834
_colorbar.py,Halstead Metrics,Total Operators,3562
_colorbar.py,Halstead Metrics,Total Operands,9449
_colorbar.py,Halstead Metrics,Vocabulary,849
_colorbar.py,Halstead Metrics,Length,13011
_colorbar.py,Halstead Metrics,Volume,126592.10
_colorbar.py,Halstead Metrics,Difficulty,84.97
_colorbar.py,Halstead Metrics,Effort,10756912.86
_colorbar.py,Keyword Frequency,import,2
_colorbar.py,Keyword Frequency,class,11
_colorbar.py,Keyword Frequency,def,100
_colorbar.py,Keyword Frequency,return,51
_colorbar.py,Keyword Frequency,with,58
_colorbar.py,Keyword Frequency,for,50
_colorbar.py,Keyword Frequency,if,140
_colorbar.py,Keyword Frequency,except,3
_colorbar.py,Keyword Frequency,else,50
_colorbar.py,General,Average Line Length,40.09
_colorbar.py,Results,Final Score,65
_colorbar.py,Results,Grade,B-

_line.py,LOC Metrics,Total Lines,658
_line.py,LOC Metrics,Blank Lines,61
_line.py,LOC Metrics,Comment Lines,38
_line.py,LOC Metrics,Code Lines,559
_line.py,Halstead Metrics,Unique Operators,12
_line.py,Halstead Metrics,Unique Operands,542
_line.py,Halstead Metrics,Total Operators,1181
_line.py,Halstead Metrics,Total Operands,3004
_line.py,Halstead Metrics,Vocabulary,554
_line.py,Halstead Metrics,Length,4185
_line.py,Halstead Metrics,Volume,38141.01
_line.py,Halstead Metrics,Difficulty,33.25
_line.py,Halstead Metrics,Effort,1268364.54
_line.py,Keyword Frequency,import,2
_line.py,Keyword Frequency,class,4
_line.py,Keyword Frequency,def,26
_line.py,Keyword Frequency,if,59
_line.py,Keyword Frequency,return,14
_line.py,Keyword Frequency,with,5
_line.py,Keyword Frequency,for,12
_line.py,Keyword Frequency,else,13
_line.py,General,Average Line Length,41.61
_line.py,Results,Final Score,65
_line.py,Results,Grade,B-

_pattern.py,LOC Metrics,Total Lines,580
_pattern.py,LOC Metrics,Blank Lines,62
_pattern.py,LOC Metrics,Comment Lines,38
_pattern.py,LOC Metrics,Code Lines,480
_pattern.py,Halstead Metrics,Unique Operators,12
_pattern.py,Halstead Metrics,Unique Operands,342
_pattern.py,Halstead Metrics,Total Operators,1067
_pattern.py,Halstead Metrics,Total Operands,2042
_pattern.py,Halstead Metrics,Vocabulary,354
_pattern.py,Halstead Metrics,Length,3109
_pattern.py,Halstead Metrics,Volume,26325.79
_pattern.py,Halstead Metrics,Difficulty,35.82
_pattern.py,Halstead Metrics,Effort,943109.72
_pattern.py,Keyword Frequency,import,2
_pattern.py,Keyword Frequency,class,4
_pattern.py,Keyword Frequency,def,26
_pattern.py,Keyword Frequency,return,14
_pattern.py,Keyword Frequency,for,18
_pattern.py,Keyword Frequency,with,5
_pattern.py,Keyword Frequency,if,26
_pattern.py,Keyword Frequency,else,13
_pattern.py,General,Average Line Length,37.67
_pattern.py,Results,Final Score,65
_pattern.py,Results,Grade,B-

__init__.py,LOC Metrics,Total Lines,16
__init__.py,LOC Metrics,Blank Lines,2
__init__.py,LOC Metrics,Comment Lines,0
__init__.py,LOC Metrics,Code Lines,14
__init__.py,Halstead Metrics,Unique Operators,7
__init__.py,Halstead Metrics,Unique Operands,25
__init__.py,Halstead Metrics,Total Operators,18
__init__.py,Halstead Metrics,Total Operands,46
__init__.py,Halstead Metrics,Vocabulary,32
__init__.py,Halstead Metrics,Length,64
__init__.py,Halstead Metrics,Volume,320.00
__init__.py,Halstead Metrics,Difficulty,6.44
__init__.py,Halstead Metrics,Effort,2060.80
__init__.py,Keyword Frequency,import,7
__init__.py,Keyword Frequency,if,1
__init__.py,Keyword Frequency,else,1
__init__.py,General,Average Line Length,31.93
__init__.py,Results,Final Score,65
__init__.py,Results,Grade,B-

_tickfont.py,LOC Metrics,Total Lines,452
_tickfont.py,LOC Metrics,Blank Lines,52
_tickfont.py,LOC Metrics,Comment Lines,32
_tickfont.py,LOC Metrics,Code Lines,368
_tickfont.py,Halstead Metrics,Unique Operators,12
_tickfont.py,Halstead Metrics,Unique Operands,416
_tickfont.py,Halstead Metrics,Total Operators,897
_tickfont.py,Halstead Metrics,Total Operands,1670
_tickfont.py,Halstead Metrics,Vocabulary,428
_tickfont.py,Halstead Metrics,Length,2567
_tickfont.py,Halstead Metrics,Volume,22439.35
_tickfont.py,Halstead Metrics,Difficulty,24.09
_tickfont.py,Halstead Metrics,Effort,540486.16
_tickfont.py,Keyword Frequency,import,2
_tickfont.py,Keyword Frequency,class,4
_tickfont.py,Keyword Frequency,def,20
_tickfont.py,Keyword Frequency,return,11
_tickfont.py,Keyword Frequency,if,26
_tickfont.py,Keyword Frequency,with,12
_tickfont.py,Keyword Frequency,for,3
_tickfont.py,Keyword Frequency,else,10
_tickfont.py,General,Average Line Length,37.33
_tickfont.py,Results,Final Score,65
_tickfont.py,Results,Grade,B-

_tickformatstop.py,LOC Metrics,Total Lines,283
_tickformatstop.py,LOC Metrics,Blank Lines,34
_tickformatstop.py,LOC Metrics,Comment Lines,24
_tickformatstop.py,LOC Metrics,Code Lines,225
_tickformatstop.py,Halstead Metrics,Unique Operators,10
_tickformatstop.py,Halstead Metrics,Unique Operands,189
_tickformatstop.py,Halstead Metrics,Total Operators,494
_tickformatstop.py,Halstead Metrics,Total Operands,1098
_tickformatstop.py,Halstead Metrics,Vocabulary,199
_tickformatstop.py,Halstead Metrics,Length,1592
_tickformatstop.py,Halstead Metrics,Volume,12157.51
_tickformatstop.py,Halstead Metrics,Difficulty,29.05
_tickformatstop.py,Halstead Metrics,Effort,353146.61
_tickformatstop.py,Keyword Frequency,import,2
_tickformatstop.py,Keyword Frequency,class,4
_tickformatstop.py,Keyword Frequency,def,12
_tickformatstop.py,Keyword Frequency,return,7
_tickformatstop.py,Keyword Frequency,with,11
_tickformatstop.py,Keyword Frequency,for,3
_tickformatstop.py,Keyword Frequency,if,12
_tickformatstop.py,Keyword Frequency,else,6
_tickformatstop.py,General,Average Line Length,38.22
_tickformatstop.py,Results,Final Score,65
_tickformatstop.py,Results,Grade,B-

_title.py,LOC Metrics,Total Lines,214
_title.py,LOC Metrics,Blank Lines,29
_title.py,LOC Metrics,Comment Lines,20
_title.py,LOC Metrics,Code Lines,165
_title.py,Halstead Metrics,Unique Operators,12
_title.py,Halstead Metrics,Unique Operands,244
_title.py,Halstead Metrics,Total Operators,375
_title.py,Halstead Metrics,Total Operands,759
_title.py,Halstead Metrics,Vocabulary,256
_title.py,Halstead Metrics,Length,1134
_title.py,Halstead Metrics,Volume,9072.00
_title.py,Halstead Metrics,Difficulty,18.66
_title.py,Halstead Metrics,Effort,169319.21
_title.py,Keyword Frequency,import,2
_title.py,Keyword Frequency,class,5
_title.py,Keyword Frequency,def,8
_title.py,Keyword Frequency,if,16
_title.py,Keyword Frequency,with,8
_title.py,Keyword Frequency,for,1
_title.py,Keyword Frequency,return,5
_title.py,Keyword Frequency,else,4
_title.py,General,Average Line Length,37.18
_title.py,Results,Final Score,65
_title.py,Results,Grade,B-

__init__.py,LOC Metrics,Total Lines,16
__init__.py,LOC Metrics,Blank Lines,2
__init__.py,LOC Metrics,Comment Lines,0
__init__.py,LOC Metrics,Code Lines,14
__init__.py,Halstead Metrics,Unique Operators,7
__init__.py,Halstead Metrics,Unique Operands,25
__init__.py,Halstead Metrics,Total Operators,18
__init__.py,Halstead Metrics,Total Operands,46
__init__.py,Halstead Metrics,Vocabulary,32
__init__.py,Halstead Metrics,Length,64
__init__.py,Halstead Metrics,Volume,320.00
__init__.py,Halstead Metrics,Difficulty,6.44
__init__.py,Halstead Metrics,Effort,2060.80
__init__.py,Keyword Frequency,import,7
__init__.py,Keyword Frequency,if,1
__init__.py,Keyword Frequency,else,1
__init__.py,General,Average Line Length,33.79
__init__.py,Results,Final Score,65
__init__.py,Results,Grade,B-

_font.py,LOC Metrics,Total Lines,452
_font.py,LOC Metrics,Blank Lines,52
_font.py,LOC Metrics,Comment Lines,32
_font.py,LOC Metrics,Code Lines,368
_font.py,Halstead Metrics,Unique Operators,12
_font.py,Halstead Metrics,Unique Operands,416
_font.py,Halstead Metrics,Total Operators,897
_font.py,Halstead Metrics,Total Operands,1675
_font.py,Halstead Metrics,Vocabulary,428
_font.py,Halstead Metrics,Length,2572
_font.py,Halstead Metrics,Volume,22483.05
_font.py,Halstead Metrics,Difficulty,24.16
_font.py,Halstead Metrics,Effort,543160.30
_font.py,Keyword Frequency,import,2
_font.py,Keyword Frequency,class,4
_font.py,Keyword Frequency,def,20
_font.py,Keyword Frequency,return,11
_font.py,Keyword Frequency,if,26
_font.py,Keyword Frequency,with,12
_font.py,Keyword Frequency,for,3
_font.py,Keyword Frequency,else,10
_font.py,General,Average Line Length,37.30
_font.py,Results,Final Score,65
_font.py,Results,Grade,B-

__init__.py,LOC Metrics,Total Lines,9
__init__.py,LOC Metrics,Blank Lines,2
__init__.py,LOC Metrics,Comment Lines,0
__init__.py,LOC Metrics,Code Lines,7
__init__.py,Halstead Metrics,Unique Operators,7
__init__.py,Halstead Metrics,Unique Operands,20
__init__.py,Halstead Metrics,Total Operators,15
__init__.py,Halstead Metrics,Total Operands,30
__init__.py,Halstead Metrics,Vocabulary,27
__init__.py,Halstead Metrics,Length,45
__init__.py,Halstead Metrics,Volume,213.97
__init__.py,Halstead Metrics,Difficulty,5.25
__init__.py,Halstead Metrics,Effort,1123.34
__init__.py,Keyword Frequency,import,4
__init__.py,Keyword Frequency,if,1
__init__.py,Keyword Frequency,else,1
__init__.py,General,Average Line Length,37.71
__init__.py,Results,Final Score,70
__init__.py,Results,Grade,B

_marker.py,LOC Metrics,Total Lines,166
_marker.py,LOC Metrics,Blank Lines,21
_marker.py,LOC Metrics,Comment Lines,18
_marker.py,LOC Metrics,Code Lines,127
_marker.py,Halstead Metrics,Unique Operators,11
_marker.py,Halstead Metrics,Unique Operands,262
_marker.py,Halstead Metrics,Total Operators,474
_marker.py,Halstead Metrics,Total Operands,515
_marker.py,Halstead Metrics,Vocabulary,273
_marker.py,Halstead Metrics,Length,989
_marker.py,Halstead Metrics,Volume,8003.74
_marker.py,Halstead Metrics,Difficulty,10.81
_marker.py,Halstead Metrics,Effort,86528.95
_marker.py,Keyword Frequency,import,2
_marker.py,Keyword Frequency,class,4
_marker.py,Keyword Frequency,def,6
_marker.py,Keyword Frequency,return,4
_marker.py,Keyword Frequency,with,2
_marker.py,Keyword Frequency,if,6
_marker.py,Keyword Frequency,else,3
_marker.py,General,Average Line Length,39.28
_marker.py,Results,Final Score,65
_marker.py,Results,Grade,B-

_textfont.py,LOC Metrics,Total Lines,138
_textfont.py,LOC Metrics,Blank Lines,17
_textfont.py,LOC Metrics,Comment Lines,16
_textfont.py,LOC Metrics,Code Lines,105
_textfont.py,Halstead Metrics,Unique Operators,11
_textfont.py,Halstead Metrics,Unique Operands,258
_textfont.py,Halstead Metrics,Total Operators,435
_textfont.py,Halstead Metrics,Total Operands,430
_textfont.py,Halstead Metrics,Vocabulary,269
_textfont.py,Halstead Metrics,Length,865
_textfont.py,Halstead Metrics,Volume,6981.81
_textfont.py,Halstead Metrics,Difficulty,9.17
_textfont.py,Halstead Metrics,Effort,63999.97
_textfont.py,Keyword Frequency,import,2
_textfont.py,Keyword Frequency,class,4
_textfont.py,Keyword Frequency,def,4
_textfont.py,Keyword Frequency,return,3
_textfont.py,Keyword Frequency,with,2
_textfont.py,Keyword Frequency,if,4
_textfont.py,Keyword Frequency,else,2
_textfont.py,General,Average Line Length,41.19
_textfont.py,Results,Final Score,75
_textfont.py,Results,Grade,B+

__init__.py,LOC Metrics,Total Lines,12
__init__.py,LOC Metrics,Blank Lines,2
__init__.py,LOC Metrics,Comment Lines,0
__init__.py,LOC Metrics,Code Lines,10
__init__.py,Halstead Metrics,Unique Operators,7
__init__.py,Halstead Metrics,Unique Operands,22
__init__.py,Halstead Metrics,Total Operators,16
__init__.py,Halstead Metrics,Total Operands,36
__init__.py,Halstead Metrics,Vocabulary,29
__init__.py,Halstead Metrics,Length,52
__init__.py,Halstead Metrics,Volume,252.62
__init__.py,Halstead Metrics,Difficulty,5.73
__init__.py,Halstead Metrics,Effort,1446.80
__init__.py,Keyword Frequency,import,5
__init__.py,Keyword Frequency,if,1
__init__.py,Keyword Frequency,else,1
__init__.py,General,Average Line Length,34.50
__init__.py,Results,Final Score,70
__init__.py,Results,Grade,B

_marker.py,LOC Metrics,Total Lines,172
_marker.py,LOC Metrics,Blank Lines,21
_marker.py,LOC Metrics,Comment Lines,18
_marker.py,LOC Metrics,Code Lines,133
_marker.py,Halstead Metrics,Unique Operators,11
_marker.py,Halstead Metrics,Unique Operands,267
_marker.py,Halstead Metrics,Total Operators,480
_marker.py,Halstead Metrics,Total Operands,551
_marker.py,Halstead Metrics,Vocabulary,278
_marker.py,Halstead Metrics,Length,1031
_marker.py,Halstead Metrics,Volume,8370.63
_marker.py,Halstead Metrics,Difficulty,11.35
_marker.py,Halstead Metrics,Effort,95008.20
_marker.py,Keyword Frequency,import,2
_marker.py,Keyword Frequency,class,4
_marker.py,Keyword Frequency,def,6
_marker.py,Keyword Frequency,return,4
_marker.py,Keyword Frequency,with,2
_marker.py,Keyword Frequency,if,6
_marker.py,Keyword Frequency,else,3
_marker.py,General,Average Line Length,39.79
_marker.py,Results,Final Score,65
_marker.py,Results,Grade,B-

_textfont.py,LOC Metrics,Total Lines,141
_textfont.py,LOC Metrics,Blank Lines,17
_textfont.py,LOC Metrics,Comment Lines,16
_textfont.py,LOC Metrics,Code Lines,108
_textfont.py,Halstead Metrics,Unique Operators,11
_textfont.py,Halstead Metrics,Unique Operands,263
_textfont.py,Halstead Metrics,Total Operators,438
_textfont.py,Halstead Metrics,Total Operands,448
_textfont.py,Halstead Metrics,Vocabulary,274
_textfont.py,Halstead Metrics,Length,886
_textfont.py,Halstead Metrics,Volume,7174.86
_textfont.py,Halstead Metrics,Difficulty,9.37
_textfont.py,Halstead Metrics,Effort,67219.95
_textfont.py,Keyword Frequency,import,2
_textfont.py,Keyword Frequency,class,4
_textfont.py,Keyword Frequency,def,4
_textfont.py,Keyword Frequency,return,3
_textfont.py,Keyword Frequency,with,2
_textfont.py,Keyword Frequency,if,4
_textfont.py,Keyword Frequency,else,2
_textfont.py,General,Average Line Length,41.50
_textfont.py,Results,Final Score,75
_textfont.py,Results,Grade,B+

__init__.py,LOC Metrics,Total Lines,12
__init__.py,LOC Metrics,Blank Lines,2
__init__.py,LOC Metrics,Comment Lines,0
__init__.py,LOC Metrics,Code Lines,10
__init__.py,Halstead Metrics,Unique Operators,7
__init__.py,Halstead Metrics,Unique Operands,22
__init__.py,Halstead Metrics,Total Operators,16
__init__.py,Halstead Metrics,Total Operands,36
__init__.py,Halstead Metrics,Vocabulary,29
__init__.py,Halstead Metrics,Length,52
__init__.py,Halstead Metrics,Volume,252.62
__init__.py,Halstead Metrics,Difficulty,5.73
__init__.py,Halstead Metrics,Effort,1446.80
__init__.py,Keyword Frequency,import,5
__init__.py,Keyword Frequency,if,1
__init__.py,Keyword Frequency,else,1
__init__.py,General,Average Line Length,34.50
__init__.py,Results,Final Score,70
__init__.py,Results,Grade,B

_hoverlabel.py,LOC Metrics,Total Lines,543
_hoverlabel.py,LOC Metrics,Blank Lines,53
_hoverlabel.py,LOC Metrics,Comment Lines,32
_hoverlabel.py,LOC Metrics,Code Lines,458
_hoverlabel.py,Halstead Metrics,Unique Operators,13
_hoverlabel.py,Halstead Metrics,Unique Operands,463
_hoverlabel.py,Halstead Metrics,Total Operators,1010
_hoverlabel.py,Halstead Metrics,Total Operands,1995
_hoverlabel.py,Halstead Metrics,Vocabulary,476
_hoverlabel.py,Halstead Metrics,Length,3005
_hoverlabel.py,Halstead Metrics,Volume,26728.93
_hoverlabel.py,Halstead Metrics,Difficulty,28.01
_hoverlabel.py,Halstead Metrics,Effort,748612.02
_hoverlabel.py,Keyword Frequency,import,2
_hoverlabel.py,Keyword Frequency,class,5
_hoverlabel.py,Keyword Frequency,def,20
_hoverlabel.py,Keyword Frequency,if,31
_hoverlabel.py,Keyword Frequency,return,11
_hoverlabel.py,Keyword Frequency,for,31
_hoverlabel.py,Keyword Frequency,with,5
_hoverlabel.py,Keyword Frequency,else,10
_hoverlabel.py,General,Average Line Length,40.02
_hoverlabel.py,Results,Final Score,65
_hoverlabel.py,Results,Grade,B-

_legendgrouptitle.py,LOC Metrics,Total Lines,177
_legendgrouptitle.py,LOC Metrics,Blank Lines,25
_legendgrouptitle.py,LOC Metrics,Comment Lines,18
_legendgrouptitle.py,LOC Metrics,Code Lines,134
_legendgrouptitle.py,Halstead Metrics,Unique Operators,12
_legendgrouptitle.py,Halstead Metrics,Unique Operands,228
_legendgrouptitle.py,Halstead Metrics,Total Operators,338
_legendgrouptitle.py,Halstead Metrics,Total Operands,592
_legendgrouptitle.py,Halstead Metrics,Vocabulary,240
_legendgrouptitle.py,Halstead Metrics,Length,930
_legendgrouptitle.py,Halstead Metrics,Volume,7353.41
_legendgrouptitle.py,Halstead Metrics,Difficulty,15.58
_legendgrouptitle.py,Halstead Metrics,Effort,114558.36
_legendgrouptitle.py,Keyword Frequency,import,2
_legendgrouptitle.py,Keyword Frequency,class,5
_legendgrouptitle.py,Keyword Frequency,def,6
_legendgrouptitle.py,Keyword Frequency,if,8
_legendgrouptitle.py,Keyword Frequency,with,5
_legendgrouptitle.py,Keyword Frequency,for,1
_legendgrouptitle.py,Keyword Frequency,return,4
_legendgrouptitle.py,Keyword Frequency,else,3
_legendgrouptitle.py,General,Average Line Length,37.72
_legendgrouptitle.py,Results,Final Score,65
_legendgrouptitle.py,Results,Grade,B-

_marker.py,LOC Metrics,Total Lines,1192
_marker.py,LOC Metrics,Blank Lines,81
_marker.py,LOC Metrics,Comment Lines,46
_marker.py,LOC Metrics,Code Lines,1065
_marker.py,Halstead Metrics,Unique Operators,15
_marker.py,Halstead Metrics,Unique Operands,938
_marker.py,Halstead Metrics,Total Operators,1590
_marker.py,Halstead Metrics,Total Operands,5822
_marker.py,Halstead Metrics,Vocabulary,953
_marker.py,Halstead Metrics,Length,7412
_marker.py,Halstead Metrics,Volume,73351.62
_marker.py,Halstead Metrics,Difficulty,46.55
_marker.py,Halstead Metrics,Effort,3414603.73
_marker.py,Keyword Frequency,import,2
_marker.py,Keyword Frequency,class,13
_marker.py,Keyword Frequency,def,34
_marker.py,Keyword Frequency,if,93
_marker.py,Keyword Frequency,return,18
_marker.py,Keyword Frequency,with,28
_marker.py,Keyword Frequency,for,41
_marker.py,Keyword Frequency,except,1
_marker.py,Keyword Frequency,else,17
_marker.py,General,Average Line Length,45.14
_marker.py,Results,Final Score,65
_marker.py,Results,Grade,B-

_selected.py,LOC Metrics,Total Lines,145
_selected.py,LOC Metrics,Blank Lines,23
